,acc_ensemble,acc_1,acc_2,acc_3,acc_4,acc_5,val_acc_ensemble,val_acc_1,val_acc_2,val_acc_3,val_acc_4,val_acc_5,loss_1,loss_2,loss_3,loss_4,loss_5,val_loss_1,val_loss_2,val_loss_3,val_loss_4,val_loss_5
0,1.0,1.0,1.0,1.0,1.0,1.0,0.8932999968528748,0.8913000226020813,0.8956999778747559,0.8913999795913696,0.8920000195503235,0.8917999863624573,0.004331572446972132,0.0076017240062355995,0.007046000100672245,0.005387701094150543,0.007413850165903568,0.3688029646873474,0.3591860830783844,0.3689061999320984,0.3683401644229889,0.3709450662136078
1,1.0,1.0,1.0,1.0,1.0,1.0,0.8971999883651733,0.8938999772071838,0.8956999778747559,0.8948000073432922,0.8948000073432922,0.8928999900817871,0.0021859509870409966,0.002634873613715172,0.0033265608362853527,0.003661744762212038,0.002245549112558365,0.37273359298706055,0.36882731318473816,0.3729528486728668,0.37641438841819763,0.3804911971092224
2,1.0,1.0,1.0,1.0,1.0,1.0,0.8964999914169312,0.8946999907493591,0.896399974822998,0.8953999876976013,0.894599974155426,0.892300009727478,0.0019122922094538808,0.0014572258805856109,0.002940077567473054,0.001853028777986765,0.0010229969630017877,0.38286176323890686,0.37978559732437134,0.3813910186290741,0.38643091917037964,0.39042115211486816
3,1.0,1.0,1.0,1.0,1.0,1.0,0.8971999883651733,0.8938000202178955,0.8952000141143799,0.8956000208854675,0.8939999938011169,0.8921999931335449,0.0009736011270433664,0.0012920117005705833,0.000985664315521717,0.0004737925482913852,0.0005448519950732589,0.38951951265335083,0.38680845499038696,0.3880818486213684,0.39339008927345276,0.3976040780544281
4,1.0,1.0,1.0,1.0,1.0,1.0,0.8963000178337097,0.8945000171661377,0.8948000073432922,0.8956000208854675,0.8931999802589417,0.8917999863624573,0.0008673945558257401,0.0006883389432914555,0.0009096745634451509,0.0007691084174439311,0.0010052602738142014,0.3962542414665222,0.39341095089912415,0.39450231194496155,0.4000629484653473,0.4042600095272064
5,1.0,1.0,1.0,1.0,1.0,1.0,0.8964999914169312,0.8949000239372253,0.8942000269889832,0.8950999975204468,0.8931999802589417,0.8916000127792358,0.0005314940353855491,0.0009968294762074947,0.0006602262728847563,0.0005182064487598836,0.0005508305039256811,0.40115079283714294,0.398823082447052,0.3995327651500702,0.4052036702632904,0.40967196226119995
6,1.0,1.0,1.0,1.0,1.0,1.0,0.8963000178337097,0.8944000005722046,0.8935999870300293,0.8949000239372253,0.8935999870300293,0.8916000127792358,0.0006769042229279876,0.0004102670354768634,0.000565691851079464,0.0004502111114561558,0.0004480860661715269,0.4061894416809082,0.4037066698074341,0.4043905436992645,0.4098418056964874,0.41480928659439087
7,1.0,1.0,1.0,1.0,1.0,1.0,0.8960000276565552,0.8944000005722046,0.8942999839782715,0.894599974155426,0.8932999968528748,0.8914999961853027,0.000406367500545457,0.0005623799515888095,0.00041804666398093104,0.0003572515561245382,0.00030210765544325113,0.41056299209594727,0.40799254179000854,0.4087843894958496,0.41407310962677,0.41939181089401245
8,1.0,1.0,1.0,1.0,1.0,1.0,0.8956999778747559,0.8937000036239624,0.8938999772071838,0.894599974155426,0.8925999999046326,0.8909000158309937,0.00037143967347219586,0.0003199547063559294,0.0004390818066895008,0.0003237859345972538,0.0002827266580425203,0.4154162108898163,0.41275835037231445,0.41344237327575684,0.4189065396785736,0.42421582341194153
9,1.0,1.0,1.0,1.0,1.0,1.0,0.8948000073432922,0.8932999968528748,0.8939999938011169,0.894599974155426,0.8927000164985657,0.890999972820282,0.00021366764849517494,0.00018874321540351957,0.0003260106313973665,0.0002573065576143563,0.000359796395059675,0.41876161098480225,0.41627535223960876,0.41679874062538147,0.4224143624305725,0.427780419588089
