,train_acc_1,train_acc_2,train_acc_3,train_loss_1,train_loss_2,train_loss_3,val_acc,val_acc_1,val_acc_2,val_acc_3,val_loss_1,val_loss_2,val_loss_3
0,0.875,0.875,0.875,0.5684211254119873,0.6266940236091614,0.7413959503173828,0.9253000020980835,0.8978999853134155,0.8666999936103821,0.8762000203132629,0.5474497079849243,0.6777878403663635,0.659270167350769
1,0.84375,0.96875,0.875,0.4100643992424011,0.27666476368904114,0.39662718772888184,0.9605000019073486,0.9320999979972839,0.9352999925613403,0.9397000074386597,0.30709007382392883,0.31433016061782837,0.30585208535194397
2,0.9375,0.96875,0.84375,0.2522413432598114,0.25475698709487915,0.6457335948944092,0.9681000113487244,0.9532999992370605,0.9409000277519226,0.9531999826431274,0.19765330851078033,0.24850881099700928,0.2176543027162552
3,0.9375,0.9375,0.96875,0.22911368310451508,0.25091099739074707,0.24512866139411926,0.9718999862670898,0.9516000151634216,0.9588000178337097,0.9495999813079834,0.17837417125701904,0.17472082376480103,0.19319312274456024
4,0.84375,0.9375,0.875,0.5349571108818054,0.2120402604341507,0.2413002848625183,0.9735999703407288,0.9563000202178955,0.9577000141143799,0.9606999754905701,0.15666207671165466,0.15961694717407227,0.1476360410451889
5,0.9375,1.0,0.96875,0.24560603499412537,0.04507516324520111,0.12095416337251663,0.9722999930381775,0.9598000049591064,0.9646000266075134,0.9595000147819519,0.1428568959236145,0.13292387127876282,0.1432143598794937
6,0.96875,0.96875,0.9375,0.11571666598320007,0.09344873577356339,0.08171914517879486,0.9746000170707703,0.9613999724388123,0.9617999792098999,0.9642999768257141,0.13003697991371155,0.12887251377105713,0.12122287601232529
7,1.0,0.9375,1.0,0.018051132559776306,0.12431782484054565,0.0460047721862793,0.9776999950408936,0.9693999886512756,0.96670001745224,0.9632999897003174,0.10783471912145615,0.1145344227552414,0.12300465255975723
8,1.0,0.96875,0.96875,0.024663884192705154,0.0727049708366394,0.1293809562921524,0.9775000214576721,0.9623000025749207,0.9689000248908997,0.9681000113487244,0.12144728004932404,0.10749176889657974,0.10076026618480682
9,0.96875,1.0,0.96875,0.09345859289169312,0.045519351959228516,0.09402910619974136,0.9787999987602234,0.9736999869346619,0.9666000008583069,0.9685999751091003,0.08940734714269638,0.10773056745529175,0.11122582852840424
10,1.0,0.96875,1.0,0.04892896115779877,0.04525395855307579,0.04585619270801544,0.9781000018119812,0.9690999984741211,0.9638000130653381,0.9717000126838684,0.10294689983129501,0.11702871322631836,0.0934157520532608
