,train_acc,train_loss,val_acc,val_loss
0,0.90625,1.9202473163604736,0.9128749966621399,1.4439138174057007
1,0.96875,1.1244029998779297,0.9740999937057495,0.8601211905479431
2,1.0,0.8112796545028687,0.9819250106811523,0.612181544303894
3,1.0,0.7887513637542725,0.9834750294685364,0.4851100444793701
4,1.0,0.760385274887085,0.9844499826431274,0.4014788269996643
5,1.0,0.7498685121536255,0.9846500158309937,0.3634513020515442
6,0.9375,0.8453455567359924,0.9843500256538391,0.3340882956981659
7,1.0,0.34984153509140015,0.9846000075340271,0.312059223651886
8,1.0,0.3740615248680115,0.9843000173568726,0.29842543601989746
9,0.90625,1.0246562957763672,0.9842000007629395,0.28348299860954285
10,1.0,0.31666210293769836,0.9838749766349792,0.26912733912467957
11,1.0,0.46124231815338135,0.984125018119812,0.2633725702762604
12,1.0,0.20939120650291443,0.9837999939918518,0.2578251361846924
13,0.96875,0.3658599257469177,0.9839749932289124,0.24822163581848145
14,1.0,0.22226524353027344,0.9843999743461609,0.237703338265419
