,acc_ensemble,acc_1,acc_2,loss_1,loss_2
0,0.6024999999999999,0.5375,0.5549999999999999,65.0334243774414,243.95901489257812
1,0.6775,0.6024999999999999,0.5999999999999999,100.00090026855469,213.67385864257812
2,0.7,0.6425,0.6375,42.4987907409668,180.15350341796875
3,0.7424999999999999,0.6775,0.63,253.09390258789062,184.8443145751953
4,0.76,0.6900000000000001,0.645,89.84281921386719,13.023996353149414
5,0.765,0.7224999999999999,0.7375,46.53160095214844,79.4156723022461
6,0.7750000000000001,0.7324999999999999,0.6875,48.709877014160156,88.04396057128906
7,0.8324999999999999,0.7625000000000001,0.6849999999999999,108.19819641113281,71.49029541015625
8,0.7925000000000001,0.7175,0.725,3.464566230773926,47.149696350097656
9,0.82,0.7375,0.765,49.978919982910156,78.10447692871094
10,0.785,0.76,0.7175,99.36265563964844,148.78921508789062
11,0.825,0.775,0.7649999999999999,49.741127014160156,4.845226764678955
12,0.8325000000000001,0.8099999999999999,0.75,100.86004638671875,26.842498779296875
13,0.8375000000000001,0.8175000000000001,0.7725,173.79718017578125,22.539213180541992
14,0.7925000000000001,0.7424999999999999,0.7775000000000001,26.29775619506836,76.27088928222656
15,0.8324999999999999,0.79,0.8099999999999999,45.78178405761719,75.65608215332031
16,0.8125,0.79,0.7625,20.506126403808594,71.91251373291016
17,0.85,0.7825,0.7775000000000001,52.454837799072266,3.1944003105163574
18,0.865,0.7725000000000001,0.8150000000000001,15.66209888458252,87.93179321289062
19,0.8600000000000001,0.8125,0.8100000000000002,28.642902374267578,43.40631866455078
20,0.865,0.7825,0.8175000000000001,21.10633087158203,23.816579818725586
21,0.8500000000000002,0.8275,0.7975,61.82087326049805,70.8994369506836
22,0.8625,0.8175000000000001,0.795,117.68138885498047,32.046417236328125
23,0.8474999999999999,0.7575,0.8274999999999999,22.470596313476562,35.4123420715332
24,0.8875000000000002,0.8074999999999999,0.8575000000000002,19.970298767089844,54.10717010498047
25,0.8800000000000001,0.8324999999999999,0.8400000000000001,9.551161766052246,65.2623062133789
26,0.8650000000000002,0.8225,0.8150000000000001,11.445341110229492,8.484386444091797
27,0.8899999999999999,0.8075000000000001,0.8525,9.654047966003418,21.21623992919922
28,0.8775000000000001,0.8400000000000001,0.82,20.188064575195312,28.32796859741211
29,0.8574999999999999,0.8324999999999999,0.8,1.6821813583374023,23.09929656982422
30,0.8674999999999999,0.8300000000000001,0.8100000000000002,16.387496948242188,2.614248752593994
31,0.9075,0.845,0.8625,23.499618530273438,13.76688003540039
32,0.8775000000000001,0.86,0.8025,15.378229141235352,10.399641036987305
33,0.86,0.82,0.825,43.85862350463867,1.0612525939941406
34,0.8950000000000001,0.8225,0.82,3.4274754524230957,7.403226852416992
35,0.8400000000000001,0.7975000000000001,0.8225,5.771109104156494,52.71764373779297
36,0.8925000000000001,0.8200000000000001,0.8550000000000001,36.64409637451172,38.854881286621094
37,0.9025000000000001,0.85,0.835,21.477439880371094,16.133758544921875
38,0.8850000000000001,0.805,0.85,44.61740493774414,6.468289852142334
39,0.8825000000000001,0.8074999999999999,0.835,13.538801193237305,8.056838035583496
40,0.9225,0.8699999999999999,0.86,17.869186401367188,15.656469345092773
41,0.915,0.8825000000000001,0.8600000000000001,20.21082305908203,12.562190055847168
42,0.9125000000000002,0.8625,0.8925000000000001,1.9531707763671875,2.845130443572998
43,0.9325000000000001,0.8699999999999999,0.8975000000000002,0.4221642017364502,21.85637092590332
44,0.93,0.8875000000000002,0.9049999999999999,6.766514301300049,11.34278678894043
45,0.9199999999999999,0.8825000000000001,0.8850000000000001,8.839351654052734,3.7921183109283447
46,0.9225,0.8799999999999999,0.8924999999999998,8.88924789428711,6.322524547576904
47,0.925,0.89,0.9075000000000001,2.763057231903076,20.642406463623047
48,0.9225,0.8825000000000001,0.9075,12.508804321289062,2.147167205810547
49,0.9299999999999999,0.8949999999999998,0.9075000000000001,1.7413480281829834,1.234652042388916
50,0.9275,0.8850000000000001,0.905,9.939396858215332,7.469985485076904
51,0.9275,0.8825,0.905,6.3362627029418945,12.201354026794434
52,0.9275,0.89,0.9025000000000001,9.627793312072754,12.210926055908203
53,0.9275,0.885,0.9025000000000001,0.7744765281677246,3.994398355484009
54,0.9275,0.885,0.9,15.285844802856445,8.56597900390625
55,0.9275,0.885,0.9,3.060445547103882,8.521087646484375
56,0.9275,0.8875,0.9,2.484666347503662,5.916942596435547
57,0.9275,0.885,0.9,2.5456299781799316,0.0
58,0.9275,0.885,0.9,2.1348912715911865,3.963355541229248
59,0.9275,0.885,0.9,9.071418762207031,9.914339065551758
