,acc,val_acc,loss,val_loss
0,0.9078333377838135,0.9085000157356262,0.2817915081977844,0.29676371812820435
1,0.9262499809265137,0.9251999855041504,0.16248874366283417,0.24964182078838348
2,0.9297166466712952,0.9269999861717224,0.23191624879837036,0.231176495552063
3,0.9376333355903625,0.9354000091552734,0.04527444764971733,0.210684135556221
4,0.9408666491508484,0.9405999779701233,0.07887902855873108,0.19764192402362823
5,0.942550003528595,0.940500020980835,0.04995238035917282,0.19531144201755524
6,0.9444000124931335,0.9412000179290771,0.3821253776550293,0.19143910706043243
7,0.9427000284194946,0.9398999810218811,0.06866921484470367,0.1953001171350479
8,0.9430000185966492,0.940500020980835,0.020030640065670013,0.19846504926681519
9,0.9454333186149597,0.9394000172615051,0.0668938085436821,0.19496601819992065
