,acc_ensemble,acc_1,acc_2,acc_3,acc_4,val_acc_ensemble,val_acc_1,val_acc_2,val_acc_3,val_acc_4,loss_1,loss_2,loss_3,loss_4,val_loss_1,val_loss_2,val_loss_3,val_loss_4
0,0.9296000003814697,0.9176666736602783,0.9136666655540466,0.9214333295822144,0.916616678237915,0.932200014591217,0.9214000105857849,0.9150000214576721,0.92330002784729,0.920199990272522,0.2890816032886505,0.22302217781543732,0.2764873206615448,0.29138728976249695,0.2618684768676758,0.2738509774208069,0.25569790601730347,0.267717570066452
1,0.9394999742507935,0.9312166571617126,0.9312999844551086,0.9251499772071838,0.9353500008583069,0.9380999803543091,0.9314000010490417,0.9293000102043152,0.9248999953269958,0.9363999962806702,0.19929295778274536,0.0958709865808487,0.03994118422269821,0.26820871233940125,0.22765791416168213,0.2331853061914444,0.24063147604465485,0.20965439081192017
2,0.9433833360671997,0.9401999711990356,0.9383833408355713,0.9367499947547913,0.9373833537101746,0.9422000050544739,0.9386000037193298,0.9348999857902527,0.9340999722480774,0.9347000122070312,0.03787064552307129,0.09388475120067596,0.0389087088406086,0.032644905149936676,0.2018529325723648,0.21225930750370026,0.20835869014263153,0.20680297911167145
3,0.9453333616256714,0.9419000148773193,0.9416999816894531,0.939216673374176,0.9410499930381775,0.9426000118255615,0.9405999779701233,0.9383999705314636,0.9369000196456909,0.9384999871253967,0.07545354962348938,0.05129982903599739,0.03532563894987106,0.16882210969924927,0.1982722282409668,0.2014223337173462,0.20235279202461243,0.19528160989284515
4,0.9493333101272583,0.9478999972343445,0.9413999915122986,0.9466999769210815,0.9446166753768921,0.9466999769210815,0.9442999958992004,0.9416000247001648,0.9435999989509583,0.9427000284194946,0.013348941691219807,0.011739132925868034,0.08867022395133972,0.010281004942953587,0.1850348562002182,0.19493132829666138,0.182867169380188,0.18629863858222961
5,0.949999988079071,0.9485999941825867,0.9468166828155518,0.947350025177002,0.9482499957084656,0.9483000040054321,0.9455999732017517,0.9455000162124634,0.945900022983551,0.9465000033378601,0.050513140857219696,0.013064149767160416,0.02082812786102295,0.047966793179512024,0.18343959748744965,0.18335238099098206,0.1806982010602951,0.18092672526836395
6,0.9518666863441467,0.949916660785675,0.9494500160217285,0.9503499865531921,0.9499666690826416,0.9495000243186951,0.9476000070571899,0.9466999769210815,0.949400007724762,0.9465000033378601,0.06535909324884415,0.09426423907279968,0.03739255666732788,0.008019430562853813,0.18017642199993134,0.18120938539505005,0.17777526378631592,0.18039369583129883
7,0.9504333138465881,0.9471499919891357,0.9465333223342896,0.9498999714851379,0.949316680431366,0.9463000297546387,0.9429000020027161,0.9412999749183655,0.9466999769210815,0.945900022983551,0.010859930887818336,0.006649755872786045,0.0027288843411952257,0.00786464475095272,0.19133742153644562,0.19287121295928955,0.17722566425800323,0.18057718873023987
8,0.9519833326339722,0.9493499994277954,0.9497166872024536,0.9488333463668823,0.9517666697502136,0.9473000168800354,0.9452000260353088,0.9455999732017517,0.9444000124931335,0.9480000138282776,0.22963497042655945,0.006501808762550354,0.004828349221497774,0.009733766317367554,0.18817313015460968,0.18503844738006592,0.1844680905342102,0.17940343916416168
9,0.9519500136375427,0.9501833319664001,0.9501333236694336,0.9497500061988831,0.9509166479110718,0.9478999972343445,0.9463000297546387,0.9466999769210815,0.9463000297546387,0.9474999904632568,0.007823877036571503,0.0034048636443912983,0.002481831470504403,0.007028025574982166,0.19041094183921814,0.1862584352493286,0.18828491866588593,0.18269987404346466
