,acc,loss,val_acc,val_loss
0,0.9755499958992004,0.5149571895599365,0.9710999727249146,0.6034262776374817
1,0.9869999885559082,0.056933656334877014,0.9841499924659729,0.2893854081630707
2,0.9888499975204468,0.17853233218193054,0.9853500127792358,0.23885254561901093
3,0.9908000230789185,0.013969359919428825,0.986050009727478,0.20993654429912567
4,0.9910500049591064,0.5777547359466553,0.9860000014305115,0.19797542691230774
5,0.9917500019073486,0.05799561366438866,0.9868000149726868,0.18835830688476562
6,0.9911999702453613,0.0693160817027092,0.9854000210762024,0.18827702105045319
7,0.9922500252723694,0.0073678018525242805,0.9869499802589417,0.17863890528678894
8,0.9922000169754028,0.006673176772892475,0.9871500134468079,0.17530812323093414
9,0.9921000003814697,0.005717844236642122,0.9869999885559082,0.17454931139945984
10,0.9922500252723694,0.007602224126458168,0.9872499704360962,0.17255458235740662
11,0.9919000267982483,0.003357472363859415,0.9865999817848206,0.17599423229694366
12,0.9926000237464905,0.003500089980661869,0.9871000051498413,0.17132316529750824
13,0.9926999807357788,0.0043630232103168964,0.9871000051498413,0.1704559326171875
14,0.9927499890327454,0.0007477398030459881,0.9871500134468079,0.16994613409042358
