,acc,val_acc,loss,val_loss
0,0.9599999785423279,0.8597999811172485,0.12754830718040466,0.4535578489303589
1,0.9866666793823242,0.8801000118255615,0.0646580308675766,0.3885050415992737
2,0.9866666793823242,0.8763999938964844,0.024751797318458557,0.39722415804862976
3,0.9933333396911621,0.8849999904632568,0.02107146568596363,0.3780958950519562
4,0.9933333396911621,0.8844000101089478,0.007557359058409929,0.38179051876068115
5,0.9933333396911621,0.8817999958992004,0.0027844933792948723,0.38629958033561707
6,0.9933333396911621,0.8827999830245972,0.004164791665971279,0.3869923949241638
7,0.9933333396911621,0.8824999928474426,0.0072249495424330235,0.38947656750679016
8,0.9933333396911621,0.8819000124931335,0.004652593284845352,0.3923868238925934
9,0.9950000047683716,0.8819000124931335,0.003034314839169383,0.3961976170539856
