,acc_1,acc_2,acc_ensemble,loss_1,loss_2,val_acc_1,val_acc_2,val_acc_ensemble,val_loss_1,val_loss_2
0,0.3214375078678131,0.31837499141693115,0.40098750591278076,4.289923667907715,4.000253677368164,0.28658750653266907,0.28331249952316284,0.36477500200271606,4.242013931274414,4.265047550201416
1,0.5827999711036682,0.5717124938964844,0.6738749742507935,1.7886024713516235,0.42149674892425537,0.5503749847412109,0.5404624938964844,0.6466500163078308,2.7594873905181885,2.7978270053863525
2,0.6928250193595886,0.6726124882698059,0.7672125101089478,1.5820238590240479,0.03483801335096359,0.6652374863624573,0.6440749764442444,0.7447749972343445,2.064890146255493,2.1064534187316895
3,0.7192624807357788,0.7063249945640564,0.793874979019165,0.030568817630410194,0.04239612817764282,0.6937875151634216,0.6804500222206116,0.7737125158309937,1.8373109102249146,1.8623371124267578
4,0.7449374794960022,0.7398999929428101,0.8107749819755554,0.025993499904870987,0.016895335167646408,0.7188624739646912,0.7169250249862671,0.7921749949455261,1.6776973009109497,1.6863281726837158
5,0.7523999810218811,0.7493249773979187,0.8133249878883362,0.08414357155561447,0.015047434717416763,0.7286750078201294,0.7276750206947327,0.7979124784469604,1.5874488353729248,1.581296443939209
6,0.746749997138977,0.7653499841690063,0.819474995136261,0.5361466407775879,0.031656183302402496,0.7214999794960022,0.7428874969482422,0.8035625219345093,1.537170648574829,1.4873853921890259
7,0.777287483215332,0.7676500082015991,0.8296499848365784,0.009004753082990646,0.006181112490594387,0.7534999847412109,0.7467749714851379,0.8127750158309937,1.4347708225250244,1.4444491863250732
8,0.7814249992370605,0.7829499840736389,0.8355875015258789,0.009236264042556286,0.00537907937541604,0.7595250010490417,0.7636749744415283,0.820437490940094,1.4009294509887695,1.3844624757766724
9,0.7857999801635742,0.7919124960899353,0.8386750221252441,0.011032282374799252,0.0031624624971300364,0.7642499804496765,0.7724624872207642,0.8238875269889832,1.370354413986206,1.3469030857086182
10,0.7940000295639038,0.7955750226974487,0.8417624831199646,0.006985573098063469,0.008186197839677334,0.774150013923645,0.7768750190734863,0.8269500136375427,1.3354359865188599,1.3240935802459717
11,0.7978500127792358,0.7941250205039978,0.8423749804496765,1.0108263492584229,0.014080116525292397,0.7794874906539917,0.7753875255584717,0.8283500075340271,1.3088256120681763,1.3097190856933594
12,0.7728124856948853,0.788100004196167,0.833549976348877,0.002164735458791256,0.004382289480417967,0.7511374950408936,0.76767498254776,0.8176125288009644,1.3474006652832031,1.3090955018997192
13,0.7756375074386597,0.783637523651123,0.8261874914169312,0.0020401482470333576,0.005809914320707321,0.7533624768257141,0.7615500092506409,0.8101624846458435,1.328487515449524,1.3084430694580078
14,0.7922750115394592,0.7961000204086304,0.8395249843597412,0.0029499302618205547,0.0018261026125401258,0.7720875144004822,0.7765499949455261,0.8239250183105469,1.2748295068740845,1.2669750452041626
