,train_acc_1,train_acc_2,train_acc_3,train_acc_4,train_acc_5,train_acc_6,train_acc_ensemble,train_loss_1,train_loss_2,train_loss_3,train_loss_4,train_loss_5,train_loss_6,val_acc_1,val_acc_2,val_acc_3,val_acc_4,val_acc_5,val_acc_6,val_acc_ensemble,val_loss_1,val_loss_2,val_loss_3,val_loss_4,val_loss_5,val_loss_6
0,0.96875,0.9375,0.96875,0.96875,0.96875,0.9375,0.125,1.169790267944336,1.4719524383544922,1.2612040042877197,1.2442455291748047,1.2173810005187988,1.416204571723938,0.9799000024795532,0.9799000024795532,0.9799000024795532,0.9799000024795532,0.9799000024795532,0.9799000024795532,0.9799000024795532,0.7574349641799927,0.7574349641799927,0.7574349641799927,0.7574349641799927,0.7574349641799927,0.7574349641799927
1,0.90625,1.0,1.0,1.0,1.0,1.0,0.15625,1.3901538848876953,0.6591386198997498,0.6802581548690796,0.7048221826553345,0.7443779706954956,0.8228651285171509,0.982200026512146,0.982200026512146,0.982200026512146,0.982200026512146,0.982200026512146,0.982200026512146,0.982200026512146,0.5045900940895081,0.5045900940895081,0.5045900940895081,0.5045900940895081,0.5045900940895081,0.5045900940895081
2,1.0,1.0,1.0,1.0,0.96875,1.0,0.125,0.548669695854187,0.8858908414840698,0.41049420833587646,0.4072332978248596,0.9276854991912842,0.4198058843612671,0.9816499948501587,0.9816499948501587,0.9816499948501587,0.9816499948501587,0.9816499948501587,0.9816499948501587,0.9816499948501587,0.4284532368183136,0.4284532368183136,0.4284532368183136,0.4284532368183136,0.4284532368183136,0.4284532368183136
3,1.0,1.0,1.0,1.0,1.0,1.0,0.28125,0.3824017643928528,0.4440661370754242,0.5008870959281921,0.4324644207954407,0.507502019405365,0.4311337172985077,0.9811499714851379,0.9811499714851379,0.9811499714851379,0.9811499714851379,0.9811499714851379,0.9811499714851379,0.9811499714851379,0.39345961809158325,0.39345961809158325,0.39345961809158325,0.39345961809158325,0.39345961809158325,0.39345961809158325
4,1.0,0.96875,1.0,1.0,1.0,1.0,0.21875,0.412126362323761,0.3428472578525543,0.28854477405548096,0.4203788936138153,0.29695525765419006,0.48572200536727905,0.9807500243186951,0.9807500243186951,0.9807500243186951,0.9807500243186951,0.9807500243186951,0.9807500243186951,0.9807500243186951,0.3753306269645691,0.3753306269645691,0.3753306269645691,0.3753306269645691,0.3753306269645691,0.3753306269645691
5,1.0,1.0,1.0,1.0,1.0,1.0,0.3125,0.29817184805870056,0.26213687658309937,0.32496702671051025,0.3477719724178314,0.47021734714508057,0.3508865237236023,0.9791499972343445,0.9791499972343445,0.9791499972343445,0.9791499972343445,0.9791499972343445,0.9791499972343445,0.9791499972343445,0.36294373869895935,0.36294373869895935,0.36294373869895935,0.36294373869895935,0.36294373869895935,0.36294373869895935
6,1.0,1.0,1.0,1.0,1.0,1.0,0.3125,0.16782315075397491,0.3279426097869873,0.23252010345458984,0.2912219166755676,0.20249934494495392,0.3368626832962036,0.9792500138282776,0.9792500138282776,0.9792500138282776,0.9792500138282776,0.9792500138282776,0.9792500138282776,0.9792500138282776,0.34780648350715637,0.34780648350715637,0.34780648350715637,0.34780648350715637,0.34780648350715637,0.34780648350715637
7,1.0,0.90625,1.0,1.0,0.96875,1.0,0.1875,0.1611901819705963,0.8107285499572754,0.18046338856220245,0.23644699156284332,0.2865000367164612,0.1416650116443634,0.9786499738693237,0.9786499738693237,0.9786499738693237,0.9786499738693237,0.9786499738693237,0.9786499738693237,0.9786499738693237,0.3311452567577362,0.3311452567577362,0.3311452567577362,0.3311452567577362,0.3311452567577362,0.3311452567577362
8,1.0,1.0,0.96875,1.0,1.0,1.0,0.1875,0.26199740171432495,0.11139262467622757,0.32843077182769775,0.1289297342300415,0.18700414896011353,0.3289438784122467,0.9783499836921692,0.9783499836921692,0.9783499836921692,0.9783499836921692,0.9783499836921692,0.9783499836921692,0.9783499836921692,0.3139188289642334,0.3139188289642334,0.3139188289642334,0.3139188289642334,0.3139188289642334,0.3139188289642334
9,1.0,1.0,1.0,1.0,1.0,1.0,0.28125,0.19861014187335968,0.11809947341680527,0.12464321404695511,0.0953778401017189,0.09545453637838364,0.15539371967315674,0.9786999821662903,0.9786999821662903,0.9786999821662903,0.9786999821662903,0.9786999821662903,0.9786999821662903,0.9786999821662903,0.296695739030838,0.296695739030838,0.296695739030838,0.296695739030838,0.296695739030838,0.296695739030838
10,1.0,1.0,1.0,1.0,1.0,1.0,0.21875,0.08674306422472,0.10232189297676086,0.15284514427185059,0.21454770863056183,0.1215374767780304,0.09793969988822937,0.9782000184059143,0.9782000184059143,0.9782000184059143,0.9782000184059143,0.9782000184059143,0.9782000184059143,0.9782000184059143,0.28696051239967346,0.28696051239967346,0.28696051239967346,0.28696051239967346,0.28696051239967346,0.28696051239967346
11,1.0,1.0,1.0,1.0,0.96875,1.0,0.25,0.12126271426677704,0.12144623696804047,0.11347391456365585,0.13302269577980042,0.2780517637729645,0.182654470205307,0.9785500168800354,0.9785500168800354,0.9785500168800354,0.9785500168800354,0.9785500168800354,0.9785500168800354,0.9785500168800354,0.2801603674888611,0.2801603674888611,0.2801603674888611,0.2801603674888611,0.2801603674888611,0.2801603674888611
12,1.0,1.0,1.0,1.0,1.0,1.0,0.15625,0.0646897405385971,0.0659346729516983,0.06165037304162979,0.10436542332172394,0.20586949586868286,0.0729733556509018,0.9781000018119812,0.9781000018119812,0.9781000018119812,0.9781000018119812,0.9781000018119812,0.9781000018119812,0.9781000018119812,0.2709941267967224,0.2709941267967224,0.2709941267967224,0.2709941267967224,0.2709941267967224,0.2709941267967224
13,1.0,1.0,1.0,1.0,0.96875,1.0,0.25,0.07650846987962723,0.16127890348434448,0.12631165981292725,0.16077131032943726,0.2813323736190796,0.13556277751922607,0.9784500002861023,0.9784500002861023,0.9784500002861023,0.9784500002861023,0.9784500002861023,0.9784500002861023,0.9784500002861023,0.26376986503601074,0.26376986503601074,0.26376986503601074,0.26376986503601074,0.26376986503601074,0.26376986503601074
14,1.0,1.0,1.0,1.0,1.0,1.0,0.1875,0.143990620970726,0.15861883759498596,0.08127318322658539,0.06284530460834503,0.05775054171681404,0.1270074099302292,0.9781500101089478,0.9781500101089478,0.9781500101089478,0.9781500101089478,0.9781500101089478,0.9781500101089478,0.9781500101089478,0.25638678669929504,0.25638678669929504,0.25638678669929504,0.25638678669929504,0.25638678669929504,0.25638678669929504
