,acc,loss,val_acc,val_loss
0,0.9247499704360962,0.4647056460380554,0.9157999753952026,0.2822951078414917
1,0.9425833225250244,0.28147104382514954,0.9296000003814697,0.23604902625083923
2,0.9549999833106995,0.1623980700969696,0.935699999332428,0.21335293352603912
3,0.9607499837875366,0.18702442944049835,0.9391000270843506,0.19649501144886017
4,0.9627500176429749,0.07505162805318832,0.9404000043869019,0.19440768659114838
5,0.9629999995231628,0.057720303535461426,0.9399999976158142,0.18931075930595398
6,0.968916654586792,0.01468211505562067,0.9470000267028809,0.17162658274173737
7,0.968416690826416,0.06660226732492447,0.9413999915122986,0.1871120184659958
8,0.9697499871253967,0.039753254503011703,0.949999988079071,0.16612502932548523
9,0.971916675567627,0.010087882168591022,0.9451000094413757,0.17902012169361115
