,train_acc_1,train_acc_2,train_loss_1,train_loss_2,val_acc,val_acc_1,val_acc_2,val_loss_1,val_loss_2
0,0.90625,0.71875,0.7057803869247437,0.8898658752441406,0.8901000022888184,0.8475000262260437,0.8500999808311462,0.7551597356796265,0.7654380798339844
1,0.9375,0.90625,0.41505327820777893,0.48453572392463684,0.9427000284194946,0.9211000204086304,0.9240000247955322,0.3835144639015198,0.38412338495254517
2,0.9375,0.96875,0.2738921344280243,0.18869616091251373,0.958899974822998,0.9416000247001648,0.9524000287055969,0.2587830722332001,0.23045453429222107
3,0.9375,0.9375,0.31307974457740784,0.3596412241458893,0.9657999873161316,0.9487000107765198,0.9577000141143799,0.20307306945323944,0.18225090205669403
4,0.9375,0.9375,0.21425455808639526,0.17846813797950745,0.9657999873161316,0.9498000144958496,0.9563000202178955,0.18880893290042877,0.17558681964874268
5,1.0,0.96875,0.07898613810539246,0.277785986661911,0.9674000144004822,0.9526000022888184,0.9621000289916992,0.1649583876132965,0.1465834081172943
6,0.9375,0.90625,0.40497660636901855,0.2827414274215698,0.9682000279426575,0.9581999778747559,0.960099995136261,0.1449274867773056,0.14275877177715302
7,0.9375,0.90625,0.10901378095149994,0.21549838781356812,0.9700000286102295,0.9603000283241272,0.9610999822616577,0.13563291728496552,0.13972577452659607
8,0.9375,0.96875,0.14912369847297668,0.059427592903375626,0.9728999733924866,0.9581000208854675,0.96670001745224,0.13397400081157684,0.11520441621541977
9,1.0,0.96875,0.0527702271938324,0.05797608196735382,0.9713000059127808,0.9603000283241272,0.9544000029563904,0.12974630296230316,0.15507468581199646
10,0.9375,0.90625,0.1464867740869522,0.2767174243927002,0.979200005531311,0.9661999940872192,0.972599983215332,0.11107473075389862,0.0936543345451355
11,0.9375,1.0,0.23215459287166595,0.028739621862769127,0.9757000207901001,0.9642000198364258,0.9693999886512756,0.1130320206284523,0.10272888094186783
12,1.0,0.9375,0.028804711997509003,0.13416622579097748,0.9739000201225281,0.9664999842643738,0.9614999890327454,0.11046911776065826,0.13121961057186127
13,0.96875,1.0,0.04838365688920021,0.03161347657442093,0.9783999919891357,0.9693999886512756,0.9732999801635742,0.0922895297408104,0.09300418198108673
14,1.0,0.96875,0.03516711667180061,0.07447298616170883,0.9782000184059143,0.9664000272750854,0.9733999967575073,0.10780119895935059,0.09587496519088745
15,0.90625,0.96875,0.38054320216178894,0.06553559005260468,0.975600004196167,0.9646000266075134,0.972100019454956,0.11401627212762833,0.09254710376262665
16,0.96875,1.0,0.028093019500374794,0.019377145916223526,0.9775999784469604,0.9682999849319458,0.9729999899864197,0.09929517656564713,0.08814588934183121
17,0.9375,1.0,0.2124779373407364,0.019761409610509872,0.980400025844574,0.9718000292778015,0.9721999764442444,0.09149874001741409,0.09125009924173355
18,1.0,1.0,0.00253109959885478,0.008160263299942017,0.9804999828338623,0.9697999954223633,0.977400004863739,0.08956701308488846,0.07711424678564072
19,1.0,0.96875,0.025575323030352592,0.1410716474056244,0.9753999710083008,0.965399980545044,0.9667999744415283,0.11131385713815689,0.1132209375500679
20,0.9375,1.0,0.24706527590751648,0.04650881513953209,0.9815999865531921,0.9729999899864197,0.9758999943733215,0.08591468632221222,0.08029264211654663
21,1.0,1.0,0.0239319559186697,0.012227031402289867,0.9778000116348267,0.9699000120162964,0.9722999930381775,0.09875546395778656,0.09564811736345291
22,0.96875,1.0,0.1199876219034195,0.03668887913227081,0.978600025177002,0.9708999991416931,0.9750999808311462,0.09889543056488037,0.08606025576591492
23,1.0,1.0,0.011942021548748016,0.00491058174520731,0.978600025177002,0.9686999917030334,0.974399983882904,0.1016770601272583,0.08759433031082153
24,1.0,1.0,0.021997231990098953,0.005404628813266754,0.9789000153541565,0.9666000008583069,0.9729999899864197,0.10764995217323303,0.09375312924385071
25,0.9375,1.0,0.15172456204891205,0.03124462068080902,0.9775999784469604,0.9700999855995178,0.9672999978065491,0.1013207733631134,0.10450809448957443
26,1.0,1.0,0.006592638790607452,0.012287559919059277,0.9775000214576721,0.9638000130653381,0.972000002861023,0.10886404663324356,0.09476283192634583
27,1.0,1.0,0.005291695240885019,0.020044896751642227,0.9797000288963318,0.9724000096321106,0.9722999930381775,0.09121739864349365,0.09541632980108261
28,1.0,1.0,0.016797248274087906,0.00799066387116909,0.9812999963760376,0.9695000052452087,0.9733999967575073,0.09782365709543228,0.08914084732532501
29,1.0,1.0,0.004342908971011639,0.01863901875913143,0.9803000092506409,0.9678000211715698,0.973800003528595,0.10688068717718124,0.08567263185977936
