,acc_ensemble,acc_1,acc_2,val_acc_ensemble,val_acc_1,val_acc_2,loss_1,loss_2,val_loss_1,val_loss_2
0,0.95128333568573,0.9460333585739136,0.9436333179473877,0.9477999806404114,0.9434000253677368,0.9423999786376953,0.14296099543571472,0.20643934607505798,0.18855707347393036,0.19797101616859436
1,0.967283308506012,0.9629666805267334,0.9612500071525574,0.9635999798774719,0.9592000246047974,0.9575999975204468,0.1840263307094574,0.20111139118671417,0.142221137881279,0.1466323733329773
2,0.9735666513442993,0.9690666794776917,0.9693333506584167,0.96670001745224,0.9631999731063843,0.9631999731063843,0.0886835977435112,0.08020420372486115,0.12521469593048096,0.1263006329536438
3,0.9785000085830688,0.9742833375930786,0.9739000201225281,0.972000002861023,0.9684000015258789,0.9661999940872192,0.07659651339054108,0.08466475456953049,0.11249304562807083,0.11520649492740631
4,0.981249988079071,0.9778500199317932,0.9760833382606506,0.9721999764442444,0.9688000082969666,0.9671000242233276,0.02956945076584816,0.05707402899861336,0.10438797622919083,0.107986219227314
5,0.9836333394050598,0.9793999791145325,0.9786333441734314,0.972599983215332,0.968500018119812,0.9686999917030334,0.01817828044295311,0.0663011446595192,0.10374609380960464,0.10337743163108826
6,0.9843999743461609,0.981083333492279,0.9801833629608154,0.9743000268936157,0.9728000164031982,0.9688000082969666,0.049863301217556,0.030907589942216873,0.09456192702054977,0.09951453655958176
7,0.9863333106040955,0.9817666411399841,0.9825000166893005,0.9754999876022339,0.9718000292778015,0.9731000065803528,0.04792312532663345,0.019777100533246994,0.09655409306287766,0.08774013817310333
8,0.987333357334137,0.9833999872207642,0.98458331823349,0.9761999845504761,0.9725000262260437,0.9754999876022339,0.05843658372759819,0.035953763872385025,0.09160728752613068,0.08596542477607727
9,0.9885500073432922,0.9855833053588867,0.9845333099365234,0.975600004196167,0.974399983882904,0.9714999794960022,0.05432970076799393,0.011686602607369423,0.08611764013767242,0.08942152559757233
10,0.989983320236206,0.9867333173751831,0.9856500029563904,0.9771999716758728,0.9761000275611877,0.974399983882904,0.025571251288056374,0.012234285473823547,0.08493141829967499,0.08372463285923004
11,0.9904833436012268,0.9861999750137329,0.9857833385467529,0.9781000018119812,0.974399983882904,0.9743000268936157,0.011700001545250416,0.016684813424944878,0.08591857552528381,0.08493911474943161
12,0.9908666610717773,0.9865999817848206,0.9875166416168213,0.9785000085830688,0.9732999801635742,0.9750000238418579,0.022206440567970276,0.018863674253225327,0.08766086399555206,0.079960897564888
13,0.9910833239555359,0.9872499704360962,0.9872833490371704,0.9782999753952026,0.9760000109672546,0.9763000011444092,0.007374086417257786,0.027971168980002403,0.08321599662303925,0.07930394262075424
14,0.9914000034332275,0.9873499870300293,0.9880833625793457,0.9778000116348267,0.9743000268936157,0.9758999943733215,0.022764164954423904,0.028917480260133743,0.08188019692897797,0.08005862683057785
15,0.9913333058357239,0.9878000020980835,0.9874333143234253,0.9782000184059143,0.9746000170707703,0.9749000072479248,0.01581621542572975,0.0090519730001688,0.08187609910964966,0.08440528810024261
16,0.9926000237464905,0.9886833429336548,0.9895833134651184,0.9797000288963318,0.9771000146865845,0.9775000214576721,0.04092809557914734,0.00937061756849289,0.08255621045827866,0.07627667486667633
17,0.9923999905586243,0.9888166785240173,0.9886166453361511,0.9797000288963318,0.9767000079154968,0.9757999777793884,0.007997557520866394,0.009702925570309162,0.08363252133131027,0.08301876485347748
18,0.9925833344459534,0.989300012588501,0.9888499975204468,0.9793000221252441,0.9778000116348267,0.9751999974250793,0.003559638513252139,0.008052264340221882,0.0790802463889122,0.08261695504188538
19,0.9929999709129333,0.9889666438102722,0.989983320236206,0.979200005531311,0.9771999716758728,0.9779999852180481,0.003716224804520607,0.005939482245594263,0.08384236693382263,0.07615476101636887
20,0.992900013923645,0.987933337688446,0.9904166460037231,0.9789000153541565,0.9735999703407288,0.9771999716758728,0.005236185621470213,0.005837757606059313,0.09020980447530746,0.07946474850177765
21,0.9926000237464905,0.9880333542823792,0.9891166687011719,0.9796000123023987,0.9750000238418579,0.9765999913215637,0.026576217263936996,0.02418878860771656,0.08582732826471329,0.08293584734201431
22,0.9930166602134705,0.9900333285331726,0.9896666407585144,0.9794999957084656,0.9763000011444092,0.9769999980926514,0.004082338884472847,0.0050449250265955925,0.08379215747117996,0.07973136007785797
23,0.9936500191688538,0.9898999929428101,0.9902333617210388,0.9790999889373779,0.9769999980926514,0.9775999784469604,0.004893069621175528,0.005907251033931971,0.0849878191947937,0.08362492173910141
24,0.9932000041007996,0.9894000291824341,0.9896500110626221,0.979200005531311,0.9757000207901001,0.9760000109672546,0.002338950289413333,0.00777706503868103,0.0892123281955719,0.08431495726108551
25,0.993316650390625,0.9879999756813049,0.9902166724205017,0.9782000184059143,0.9739999771118164,0.9769999980926514,0.00401429133489728,0.0065186298452317715,0.09286884218454361,0.08048311620950699
26,0.9941666722297668,0.9907333254814148,0.9906499981880188,0.978600025177002,0.9765999913215637,0.9761999845504761,0.0035157357342541218,0.006039055064320564,0.08674667030572891,0.08270906656980515
27,0.9938666820526123,0.9901666641235352,0.9897833466529846,0.9790999889373779,0.9768999814987183,0.9768999814987183,0.0009697023779153824,0.00245280796661973,0.08619026094675064,0.08497840911149979
28,0.9937499761581421,0.9902499914169312,0.989983320236206,0.9800000190734863,0.9768999814987183,0.9760000109672546,0.0038087093271315098,0.0021473935339599848,0.08574777096509933,0.08703233301639557
29,0.9937833547592163,0.9905166625976562,0.9894833564758301,0.9805999994277954,0.9779000282287598,0.9761000275611877,0.002696916926652193,0.011006725020706654,0.0852406769990921,0.08708026260137558
30,0.9940500259399414,0.9908166527748108,0.9899666905403137,0.9801999926567078,0.9787999987602234,0.9764000177383423,0.005395942367613316,0.0010498703923076391,0.08141715079545975,0.08782666176557541
31,0.9942166805267334,0.9913333058357239,0.9895833134651184,0.9810000061988831,0.9779000282287598,0.9781000018119812,0.0038619101978838444,0.009371878579258919,0.0815848857164383,0.08324015885591507
32,0.9939833283424377,0.9911333322525024,0.9887999892234802,0.9796000123023987,0.9783999919891357,0.9736999869346619,0.0007308974745683372,0.0018186779925599694,0.08238262683153152,0.09385183453559875
33,0.9938499927520752,0.991349995136261,0.9894000291824341,0.9804999828338623,0.9789999723434448,0.9763000011444092,0.002594609512016177,0.0024372446350753307,0.08219527453184128,0.08745764940977097
34,0.994183361530304,0.9915333390235901,0.9883833527565002,0.9796000123023987,0.979200005531311,0.9736999869346619,0.001887282938696444,0.022678431123495102,0.08241965621709824,0.0926288366317749
35,0.9941166639328003,0.991349995136261,0.9890333414077759,0.9803000092506409,0.9794999957084656,0.9764000177383423,0.008214999921619892,0.001309896819293499,0.08155769109725952,0.08838225156068802
36,0.9940833449363708,0.9907500147819519,0.9890499711036682,0.9800000190734863,0.9782000184059143,0.9733999967575073,0.004709159955382347,0.0024612138513475657,0.0858718603849411,0.09624826908111572
37,0.9925666451454163,0.9884499907493591,0.9884499907493591,0.9785000085830688,0.9736999869346619,0.9735999703407288,0.0005945804296061397,0.005524848587810993,0.10191677510738373,0.10245844721794128
38,0.9908333420753479,0.9826666712760925,0.987933337688446,0.9764999747276306,0.9686999917030334,0.9739999771118164,0.02167796902358532,0.019654368981719017,0.12772348523139954,0.10027564316987991
39,0.992816686630249,0.9861000180244446,0.9901000261306763,0.9793000221252441,0.9729999899864197,0.977400004863739,0.017890937626361847,0.009634528309106827,0.11236897855997086,0.08655477315187454
40,0.9942499995231628,0.9872166514396667,0.9904999732971191,0.9789999723434448,0.9735000133514404,0.9783999919891357,0.005193878896534443,0.0038529648445546627,0.10407859086990356,0.08469561487436295
41,0.9937999844551086,0.9879500269889832,0.9908333420753479,0.9789999723434448,0.9735000133514404,0.9765999913215637,0.0038709056098014116,0.0015290974406525493,0.10119212418794632,0.08829088509082794
42,0.9944499731063843,0.9903166890144348,0.9907333254814148,0.9793000221252441,0.9769999980926514,0.9760000109672546,0.004892655182629824,0.003928455524146557,0.09008603543043137,0.09578360617160797
43,0.9944833517074585,0.9904666543006897,0.9911166429519653,0.9810000061988831,0.9782999753952026,0.9771000146865845,0.0034509312827140093,0.0012364519061520696,0.08852023631334305,0.08940867334604263
44,0.9947166442871094,0.9908833503723145,0.991516649723053,0.9807000160217285,0.9775000214576721,0.9781000018119812,0.0005985677125863731,0.0016327606281265616,0.09083651751279831,0.0836699903011322
45,0.9945499897003174,0.9908000230789185,0.9907833337783813,0.9807000160217285,0.9787999987602234,0.9771000146865845,0.001912260428071022,0.002303618472069502,0.08708847314119339,0.08957403898239136
46,0.9947999715805054,0.9908333420753479,0.9913333058357239,0.9800000190734863,0.9778000116348267,0.9771999716758728,0.0008121678838506341,0.0013985141413286328,0.08932341635227203,0.08791595697402954
47,0.9948333501815796,0.9908999800682068,0.9915333390235901,0.9810000061988831,0.9775999784469604,0.9775000214576721,0.0026004244573414326,0.005566429812461138,0.09128973633050919,0.08624816685914993
48,0.9945666790008545,0.9905166625976562,0.9918833374977112,0.980400025844574,0.9772999882698059,0.9797000288963318,0.004498356021940708,0.0005917665548622608,0.09295026957988739,0.08288801461458206
49,0.9944499731063843,0.9914166927337646,0.9915333390235901,0.9804999828338623,0.9790999889373779,0.977400004863739,0.0017358126351609826,0.0007379716844297945,0.08566045016050339,0.08717972785234451
