,acc_1,acc_2,acc_3,acc_ensemble,loss_1,loss_2,loss_3
0,0.5075000000000001,0.5225000000000001,0.48249999999999993,0.5674999999999999,276.58892822265625,368.1925354003906,325.27691650390625
1,0.5575,0.565,0.5325,0.6,167.4521942138672,262.0322570800781,316.7219543457031
2,0.5599999999999998,0.5950000000000001,0.56,0.635,309.59478759765625,171.05587768554688,121.37689208984375
3,0.6175,0.595,0.5725,0.6724999999999999,112.40074157714844,144.53746032714844,133.1968231201172
4,0.6549999999999999,0.6025,0.5599999999999999,0.6725,95.38713073730469,136.59901428222656,92.38911437988281
5,0.61,0.635,0.5700000000000001,0.6824999999999999,103.14099884033203,93.6739273071289,70.90582275390625
6,0.67,0.6375,0.6475,0.6950000000000001,121.9930648803711,169.31829833984375,196.9517059326172
7,0.6925000000000001,0.6525000000000001,0.6499999999999999,0.7225000000000001,118.05003356933594,112.91055297851562,104.18618774414062
8,0.7100000000000001,0.6649999999999999,0.6325,0.7450000000000001,98.67936706542969,119.67276000976562,77.67671203613281
9,0.715,0.6649999999999999,0.6599999999999999,0.7424999999999999,75.75433349609375,76.44601440429688,28.5851993560791
10,0.7274999999999999,0.6799999999999999,0.6625000000000001,0.7625000000000001,61.18574905395508,83.78671264648438,69.92977905273438
11,0.6700000000000002,0.6975,0.6525000000000001,0.7424999999999999,31.356698989868164,84.14582824707031,40.31682205200195
12,0.72,0.6900000000000001,0.6700000000000002,0.76,217.21116638183594,145.60287475585938,63.58789825439453
13,0.7150000000000001,0.6925000000000001,0.6649999999999999,0.765,80.41748046875,37.32148361206055,33.32574462890625
14,0.7575000000000001,0.7125,0.7125,0.775,23.632848739624023,68.40534210205078,70.45690155029297
15,0.7175,0.6775,0.7,0.7725,52.644752502441406,34.53878402709961,52.30692672729492
16,0.745,0.7074999999999999,0.7100000000000001,0.7699999999999999,116.88488006591797,68.91075134277344,53.39899444580078
17,0.7049999999999998,0.7125,0.6875000000000001,0.7725000000000001,57.23291015625,51.549068450927734,61.59999465942383
18,0.7074999999999998,0.72,0.73,0.7775000000000001,41.69236755371094,93.98704528808594,62.29438400268555
19,0.715,0.72,0.7375,0.7875000000000001,81.0761489868164,40.190574645996094,41.865211486816406
