,acc_ensemble,acc_1,acc_2,val_acc_ensemble,val_acc_1,val_acc_2,loss_1,loss_2,val_loss_1,val_loss_2
0,0.9270333051681519,0.918583333492279,0.9090499877929688,0.9300000071525574,0.916100025177002,0.9114999771118164,0.577692985534668,0.42534303665161133,0.2740601897239685,0.2853763997554779
1,0.9419666528701782,0.9301499724388123,0.9322666525840759,0.9433000087738037,0.9347000122070312,0.930899977684021,0.1878335326910019,0.2885512113571167,0.2235468477010727,0.22396796941757202
2,0.9477333426475525,0.9380499720573425,0.9388833045959473,0.9474999904632568,0.9388999938964844,0.9376000165939331,0.22797437012195587,0.4917571246623993,0.20297065377235413,0.20114058256149292
3,0.9538166522979736,0.9418333172798157,0.945983350276947,0.9524000287055969,0.9435999989509583,0.9449999928474426,0.11057712137699127,0.31193551421165466,0.19053027033805847,0.1837620586156845
4,0.9556666612625122,0.9427666664123535,0.9476000070571899,0.9520000219345093,0.9398999810218811,0.9452000260353088,0.08009973168373108,0.37597164511680603,0.19228948652744293,0.17612695693969727
5,0.9570500254631042,0.9458500146865845,0.944683313369751,0.9534000158309937,0.9437000155448914,0.9449999928474426,0.0250142440199852,0.041851870715618134,0.17702776193618774,0.1863802969455719
6,0.9581500291824341,0.9492499828338623,0.9494666457176208,0.9559999704360962,0.9476000070571899,0.947700023651123,0.1797545701265335,0.00906787533313036,0.17401272058486938,0.17714974284172058
7,0.9593999981880188,0.95128333568573,0.951200008392334,0.9559000134468079,0.9490000009536743,0.9498000144958496,0.01754690520465374,0.024291662499308586,0.16744661331176758,0.17000892758369446
8,0.9599000215530396,0.9489333629608154,0.9493333101272583,0.9552000164985657,0.9474999904632568,0.9458000063896179,0.048374056816101074,0.05681449919939041,0.1703679859638214,0.18186846375465393
9,0.960016667842865,0.9454333186149597,0.9527999758720398,0.95660001039505,0.944599986076355,0.9492999911308289,0.030604572966694832,0.0251570176333189,0.1826501041650772,0.16965003311634064
