,train_acc,train_loss,val_acc,val_loss
0,0.46875,3.7469329833984375,0.4750249981880188,3.4434452056884766
1,1.0,1.8046224117279053,0.7627500295639038,2.4584014415740967
2,0.8125,2.641416072845459,0.8547999858856201,1.9918169975280762
3,0.96875,1.6884195804595947,0.8866750001907349,1.7261302471160889
4,1.0,1.2159161567687988,0.9016000032424927,1.542636513710022
5,1.0,0.8814213275909424,0.9085000157356262,1.4213167428970337
6,1.0,1.3340585231781006,0.9087499976158142,1.338719129562378
7,1.0,0.7358898520469666,0.9120749831199646,1.2574790716171265
8,0.9375,1.4021681547164917,0.9155250191688538,1.1820429563522339
9,1.0,0.8620020151138306,0.9160500168800354,1.1291831731796265
10,1.0,1.2110923528671265,0.9166250228881836,1.086274266242981
11,1.0,0.9432187080383301,0.9162499904632568,1.0510413646697998
12,0.875,1.9395838975906372,0.9149249792098999,1.031735897064209
13,1.0,0.6187572479248047,0.9131749868392944,1.0093443393707275
14,0.84375,1.7967180013656616,0.9122999906539917,0.9873377680778503
