,acc,loss,val_acc,val_loss
0,0.9146166443824768,0.30280447006225586,0.914900004863739,0.2789990305900574
1,0.9271000027656555,0.2032218724489212,0.9243000149726868,0.24211475253105164
2,0.9375500082969666,0.07805566489696503,0.9337999820709229,0.21471361815929413
3,0.94118332862854,0.40872466564178467,0.9358999729156494,0.19906830787658691
4,0.9468333125114441,0.04444297030568123,0.9412000179290771,0.18356822431087494
5,0.9462000131607056,0.028444482013583183,0.9394999742507935,0.18695589900016785
6,0.945816695690155,0.04609795659780502,0.9429000020027161,0.1873062551021576
7,0.945816695690155,0.006907852366566658,0.9433000087738037,0.1851697713136673
8,0.9413999915122986,0.05114557594060898,0.9334999918937683,0.22470571100711823
9,0.9512500166893005,0.010438582859933376,0.9473000168800354,0.1733638197183609
10,0.9539499878883362,0.0211197417229414,0.9492999911308289,0.16163307428359985
11,0.9512333273887634,0.17919284105300903,0.9467999935150146,0.17347945272922516
12,0.9531333446502686,0.004681927617639303,0.9490000009536743,0.16982117295265198
13,0.955133318901062,0.017719071358442307,0.9510999917984009,0.16529721021652222
14,0.95128333568573,0.01043224148452282,0.9478999972343445,0.18245679140090942
