,acc_ensemble,acc_1,acc_2,acc_3,val_acc_ensemble,val_acc_1,val_acc_2,val_acc_3,loss_1,loss_2,loss_3,val_loss_1,val_loss_2,val_loss_3
0,0.9361666440963745,0.9270166754722595,0.9299499988555908,0.9324166774749756,0.9341999888420105,0.9261999726295471,0.9297000169754028,0.9304999709129333,0.22389841079711914,0.44563281536102295,0.18384888768196106,0.24041278660297394,0.22915194928646088,0.22770917415618896
1,0.9492166638374329,0.9453833103179932,0.9416833519935608,0.9433333277702332,0.9473000168800354,0.9445000290870667,0.9412999749183655,0.9391999840736389,0.1824803352355957,0.2806561589241028,0.15747423470020294,0.18622629344463348,0.1991243213415146,0.19522054493427277
2,0.9563166499137878,0.9526166915893555,0.9489666819572449,0.9524666666984558,0.9520000219345093,0.9509999752044678,0.9459999799728394,0.9520000219345093,0.0704822838306427,0.18849410116672516,0.13097243010997772,0.16632753610610962,0.17802263796329498,0.16543622314929962
3,0.9597333073616028,0.9544833302497864,0.9558333158493042,0.9526166915893555,0.9563999772071838,0.9524000287055969,0.9526000022888184,0.9501000046730042,0.11568211764097214,0.020110413432121277,0.10369531065225601,0.15719100832939148,0.1534576117992401,0.16446717083454132
4,0.9640499949455261,0.9604833126068115,0.9603000283241272,0.9598166942596436,0.9611999988555908,0.9559000134468079,0.9574000239372253,0.9575999975204468,0.4548060894012451,0.042597003281116486,0.03262500837445259,0.14320531487464905,0.145891010761261,0.14363737404346466
5,0.965749979019165,0.961566686630249,0.9600499868392944,0.9609000086784363,0.9638000130653381,0.9581999778747559,0.958899974822998,0.9603999853134155,0.03766988217830658,0.1766563057899475,0.19698312878608704,0.13480252027511597,0.13979414105415344,0.13389617204666138
6,0.9677500128746033,0.9644333124160767,0.9638333320617676,0.9634833335876465,0.9621000289916992,0.9577000141143799,0.9581999778747559,0.9581000208854675,0.046696849167346954,0.07224306464195251,0.05585937947034836,0.1350267380475998,0.13879035413265228,0.138372004032135
7,0.968999981880188,0.9650833606719971,0.9642500281333923,0.9652000069618225,0.9625999927520752,0.958299994468689,0.9591000080108643,0.9591000080108643,0.02534777671098709,0.0173569917678833,0.007754669524729252,0.1331864446401596,0.1391279697418213,0.13531890511512756
8,0.9697333574295044,0.9649666547775269,0.9645333290100098,0.9666500091552734,0.9642000198364258,0.9606000185012817,0.960099995136261,0.9621000289916992,0.019679604098200798,0.022746220231056213,0.021202364936470985,0.13326230645179749,0.13591600954532623,0.12924957275390625
9,0.9701666831970215,0.9659666419029236,0.9664333462715149,0.9662666916847229,0.9653000235557556,0.9606999754905701,0.9614999890327454,0.9639999866485596,0.03677869588136673,0.012223840691149235,0.005389519035816193,0.13292792439460754,0.13281366229057312,0.13223333656787872
