,train_acc_1,train_acc_2,train_acc_3,train_acc_4,train_loss_1,train_loss_2,train_loss_3,train_loss_4,val_acc,val_acc_1,val_acc_2,val_acc_3,val_acc_4,val_loss_1,val_loss_2,val_loss_3,val_loss_4
0,0.71875,0.9375,0.875,0.84375,1.0012056827545166,0.5862360000610352,0.7125228047370911,0.7097119688987732,0.9359999895095825,0.887499988079071,0.9010999798774719,0.8934000134468079,0.881600022315979,0.5766565799713135,0.5159314870834351,0.5558921098709106,0.6066102385520935
1,0.96875,1.0,0.9375,0.84375,0.22222784161567688,0.2486310601234436,0.37793755531311035,0.6067498922348022,0.963699996471405,0.9409000277519226,0.941100001335144,0.9467999935150146,0.935699999332428,0.28041157126426697,0.27030545473098755,0.2632991075515747,0.29084229469299316
2,0.875,0.875,0.9375,0.96875,0.27908915281295776,0.3746926784515381,0.25859618186950684,0.1735629141330719,0.9700000286102295,0.9458000063896179,0.9514999985694885,0.9531999826431274,0.946399986743927,0.22083456814289093,0.20125535130500793,0.19197741150856018,0.22718368470668793
3,0.96875,0.96875,0.90625,0.96875,0.16752958297729492,0.07448301464319229,0.3827468752861023,0.11641477048397064,0.9724000096321106,0.9520999789237976,0.9638000130653381,0.957099974155426,0.9523000121116638,0.18445314466953278,0.14825905859470367,0.170187845826149,0.1714743822813034
4,0.9375,0.9375,0.9375,0.9375,0.17997795343399048,0.12891198694705963,0.2247944325208664,0.17884361743927002,0.9754999876022339,0.9639999866485596,0.9631999731063843,0.9648000001907349,0.9506000280380249,0.13824643194675446,0.13412773609161377,0.13735398650169373,0.18049320578575134
5,0.9375,1.0,0.96875,0.96875,0.24140842258930206,0.10337311029434204,0.07283763587474823,0.14194831252098083,0.9775000214576721,0.9632999897003174,0.9674999713897705,0.9656000137329102,0.970300018787384,0.1318560242652893,0.11481402814388275,0.12205715477466583,0.11507652699947357
6,1.0,0.9375,0.9375,0.75,0.044484321027994156,0.19188112020492554,0.28146567940711975,0.5587972402572632,0.9781000018119812,0.9589999914169312,0.9659000039100647,0.9610000252723694,0.9678000211715698,0.14396825432777405,0.11723029613494873,0.13680706918239594,0.11709221452474594
7,1.0,0.96875,0.96875,0.9375,0.0433562770485878,0.09006622433662415,0.048370592296123505,0.23282502591609955,0.9803000092506409,0.9664999842643738,0.9681000113487244,0.9696999788284302,0.965399980545044,0.11293165385723114,0.10972940921783447,0.1029692143201828,0.1196250468492508
8,0.96875,0.96875,1.0,0.96875,0.08396664261817932,0.16384169459342957,0.050967901945114136,0.10111039131879807,0.9782999753952026,0.9659000039100647,0.967199981212616,0.9714999794960022,0.9678999781608582,0.11100856959819794,0.11029455810785294,0.09952260553836823,0.10498169809579849
9,1.0,0.96875,1.0,1.0,0.061278387904167175,0.10900291055440903,0.05428338795900345,0.07958829402923584,0.9814000129699707,0.9695000052452087,0.9711999893188477,0.965499997138977,0.9700000286102295,0.09993128478527069,0.09144774079322815,0.11113261431455612,0.09875715523958206
10,0.96875,0.90625,0.96875,1.0,0.15513470768928528,0.3414294719696045,0.15502344071865082,0.023243173956871033,0.9797999858856201,0.9708999991416931,0.9689000248908997,0.9731000065803528,0.9714000225067139,0.09591102600097656,0.10440678894519806,0.0896281823515892,0.09225986897945404
11,1.0,0.96875,0.9375,1.0,0.01053827814757824,0.09327314794063568,0.19353826344013214,0.020987700670957565,0.982699990272522,0.9706000089645386,0.9758999943733215,0.9668999910354614,0.973800003528595,0.09421268850564957,0.0835634246468544,0.0989438071846962,0.08638816326856613
12,1.0,0.96875,1.0,1.0,0.024672921746969223,0.0992516502737999,0.02756049484014511,0.016912635415792465,0.9811999797821045,0.9735000133514404,0.9707000255584717,0.974399983882904,0.9684000015258789,0.08449210971593857,0.09391161054372787,0.08621001988649368,0.09849798679351807
13,1.0,0.96875,1.0,0.96875,0.02300560474395752,0.054483477026224136,0.046551838517189026,0.060626789927482605,0.9828000068664551,0.975600004196167,0.9757999777793884,0.9621000289916992,0.9739999771118164,0.07988744229078293,0.07914306968450546,0.12208781391382217,0.08063625544309616
14,0.96875,0.96875,1.0,0.96875,0.09399771690368652,0.05903249233961105,0.01980726793408394,0.17543132603168488,0.9815999865531921,0.972599983215332,0.9718000292778015,0.9742000102996826,0.9697999954223633,0.0861639603972435,0.09107068181037903,0.08483558893203735,0.09292061626911163
15,0.96875,1.0,0.96875,1.0,0.14045430719852448,0.010035233572125435,0.049523256719112396,0.03106391616165638,0.9815000295639038,0.972599983215332,0.9700000286102295,0.9649999737739563,0.9684000015258789,0.08617447316646576,0.09652768820524216,0.11275479942560196,0.09928328543901443
