,acc_1,acc_2,acc_ensemble,loss_1,loss_2
0,0.47750000000000004,0.5025,0.53,410.06646728515625,305.89349365234375
1,0.5475,0.5075000000000001,0.5900000000000001,236.26361083984375,178.41445922851562
2,0.58,0.5449999999999999,0.62,275.7332763671875,249.47447204589844
3,0.5925,0.5575,0.6275000000000001,101.84427642822266,100.28546142578125
4,0.6174999999999999,0.625,0.6749999999999999,142.144775390625,251.59555053710938
5,0.6225000000000002,0.6100000000000001,0.6725,111.86296081542969,96.21897888183594
6,0.6399999999999999,0.6025,0.67,58.81612014770508,128.06846618652344
7,0.6100000000000001,0.6950000000000001,0.6875,95.60205841064453,64.96096801757812
8,0.6475000000000001,0.67,0.72,100.62176513671875,153.95535278320312
9,0.6775,0.7,0.73,98.96522521972656,58.713768005371094
10,0.6599999999999999,0.6825,0.7275,88.0977554321289,47.44496536254883
11,0.7025,0.7024999999999999,0.7625,74.335205078125,68.37353515625
12,0.7074999999999999,0.7099999999999999,0.7549999999999999,86.66302490234375,32.2904052734375
13,0.7024999999999999,0.6925,0.7325000000000002,89.37316131591797,133.4761199951172
14,0.7224999999999999,0.6925,0.7474999999999999,71.19607543945312,73.00041961669922
15,0.7175,0.74,0.785,71.03688049316406,35.520782470703125
16,0.7175,0.7150000000000001,0.775,37.331153869628906,105.03759002685547
17,0.6849999999999998,0.7299999999999999,0.7600000000000001,30.991653442382812,82.51110076904297
18,0.74,0.7049999999999998,0.7725,17.00426483154297,70.90300750732422
19,0.72,0.74,0.7800000000000001,35.5992317199707,52.22212219238281
20,0.7375,0.7675,0.7925,33.76172637939453,55.86183547973633
21,0.7274999999999999,0.73,0.7725000000000001,61.7867431640625,49.14129638671875
22,0.735,0.7325,0.7725000000000001,64.08331298828125,37.15681838989258
23,0.72,0.7350000000000001,0.765,29.144062042236328,68.03083801269531
24,0.7325,0.7050000000000001,0.7775000000000001,85.06949615478516,17.16402816772461
25,0.725,0.7474999999999999,0.7975,42.438236236572266,91.63007354736328
26,0.7575000000000001,0.785,0.7900000000000001,116.4192123413086,35.58567810058594
27,0.7350000000000001,0.765,0.805,30.042015075683594,8.645622253417969
28,0.7475,0.755,0.7775,81.37174224853516,35.352664947509766
29,0.7274999999999999,0.7449999999999999,0.8,47.24834060668945,13.852838516235352
30,0.7475,0.765,0.8075000000000001,45.09703826904297,28.739635467529297
31,0.765,0.7449999999999999,0.8125,28.234638214111328,34.16123962402344
32,0.7425,0.7575,0.795,30.810253143310547,38.55237579345703
33,0.7225,0.7775000000000001,0.785,20.006832122802734,86.17124938964844
34,0.7650000000000001,0.7775000000000001,0.8150000000000001,39.93849182128906,17.96089744567871
35,0.7725000000000002,0.7849999999999999,0.8149999999999998,29.851306915283203,74.1557388305664
36,0.7500000000000001,0.755,0.8125,43.03702926635742,46.977081298828125
37,0.75,0.7974999999999999,0.8200000000000001,20.31972885131836,29.32052993774414
38,0.765,0.7325,0.8175000000000001,34.95276641845703,36.13640594482422
39,0.7300000000000001,0.7849999999999999,0.7925,37.40416717529297,49.634132385253906
40,0.7675,0.775,0.8,16.883453369140625,19.328737258911133
41,0.7725000000000001,0.775,0.8275,8.723462104797363,28.047183990478516
42,0.7925000000000001,0.78,0.835,15.488746643066406,4.57572603225708
43,0.8099999999999999,0.7899999999999999,0.8324999999999999,6.1760053634643555,4.557560920715332
44,0.8125,0.8,0.8375,0.7851390838623047,7.016709804534912
45,0.7999999999999999,0.7849999999999999,0.8400000000000001,4.017279148101807,5.162005424499512
46,0.8150000000000001,0.7775000000000001,0.8299999999999998,8.72789478302002,1.9519667625427246
47,0.8125,0.7775,0.835,28.72774887084961,10.43191909790039
48,0.82,0.7800000000000001,0.8325000000000001,15.55946159362793,24.757972717285156
49,0.8275,0.7725000000000001,0.8299999999999998,11.159347534179688,28.084531784057617
50,0.82,0.7775000000000001,0.835,3.5767416954040527,7.249072551727295
51,0.8175000000000001,0.775,0.8375,15.140192031860352,2.7875866889953613
52,0.8074999999999999,0.785,0.8375,3.3196845054626465,10.511865615844727
53,0.8174999999999999,0.78,0.8324999999999999,21.225257873535156,4.040085315704346
54,0.8174999999999999,0.785,0.8299999999999998,4.879901885986328,3.245577335357666
55,0.8174999999999999,0.7875000000000001,0.8324999999999999,9.089309692382812,16.849380493164062
56,0.8150000000000001,0.7875000000000001,0.8299999999999998,7.055895805358887,12.175750732421875
57,0.8175000000000001,0.7875000000000001,0.8299999999999998,3.2006759643554688,16.506576538085938
58,0.8150000000000001,0.7900000000000001,0.8324999999999999,13.00572681427002,11.974872589111328
59,0.8150000000000001,0.785,0.835,13.387133598327637,16.8497314453125
