epoch,train_acc,train_loss,val_acc,val_loss
0,0.875,0.7923238277435303,0.8392000198364258,0.8254371285438538
1,0.875,0.37061262130737305,0.9279999732971191,0.4281326234340668
2,0.875,0.4760040044784546,0.9466999769210815,0.26332002878189087
3,0.9375,0.20408515632152557,0.953000009059906,0.2144749015569687
4,1.0,0.08812796324491501,0.9528999924659729,0.1849672943353653
5,1.0,0.09560821950435638,0.9606000185012817,0.15618453919887543
6,0.9375,0.3001873791217804,0.9617999792098999,0.15204882621765137
7,0.96875,0.060110315680503845,0.9646000266075134,0.13254128396511078
8,0.96875,0.09478367120027542,0.9678999781608582,0.11752225458621979
9,0.96875,0.14983175694942474,0.96670001745224,0.12293187528848648
10,0.96875,0.0789632797241211,0.9670000076293945,0.11817392706871033
11,0.96875,0.15080367028713226,0.9591000080108643,0.13264094293117523
12,0.96875,0.17645928263664246,0.9642000198364258,0.12025059759616852
13,1.0,0.02792893350124359,0.9710000157356262,0.09644833952188492
14,0.9375,0.1256439983844757,0.9702000021934509,0.09919492155313492
15,0.96875,0.040999263525009155,0.9697999954223633,0.10229223966598511
16,1.0,0.031104261055588722,0.9731000065803528,0.0918014794588089
17,0.9375,0.23698261380195618,0.9722999930381775,0.09287756681442261
18,1.0,0.013026397675275803,0.9732000231742859,0.0897158682346344
19,0.96875,0.1429060399532318,0.9726999998092651,0.09013494104146957
20,0.96875,0.07989101111888885,0.9664000272750854,0.1078537255525589
21,0.9375,0.24381765723228455,0.9745000004768372,0.08300165086984634
22,0.96875,0.07648647576570511,0.9710999727249146,0.09489744901657104
23,1.0,0.007012180984020233,0.9732000231742859,0.08797743171453476
24,1.0,0.003542332211509347,0.9757999777793884,0.08237902820110321
25,1.0,0.009010335430502892,0.9768999814987183,0.0736074298620224
26,1.0,0.004990164656192064,0.9751999974250793,0.08628478646278381
27,1.0,0.014199686236679554,0.975600004196167,0.07880755513906479
28,0.96875,0.12369426339864731,0.9771999716758728,0.07529787719249725
29,1.0,0.008152179419994354,0.9713000059127808,0.09279309213161469
