epoch,train_acc,train_loss,val_acc,val_loss
0,0.75,1.0114402770996094,0.8267999887466431,0.8852237462997437
1,0.96875,0.3942643404006958,0.9236999750137329,0.43436717987060547
2,0.96875,0.3468678593635559,0.9408000111579895,0.29700949788093567
3,0.96875,0.16158196330070496,0.9535999894142151,0.2060505896806717
4,0.96875,0.1222606897354126,0.958299994468689,0.18091748654842377
5,0.9375,0.19744044542312622,0.9645000100135803,0.15531016886234283
6,0.96875,0.16645514965057373,0.9611999988555908,0.15221937000751495
7,1.0,0.04953210800886154,0.9688000082969666,0.11916488409042358
8,0.96875,0.3064011335372925,0.9702000021934509,0.10733043402433395
9,1.0,0.04358648881316185,0.9688000082969666,0.11011640727519989
10,1.0,0.057181794196367264,0.9660999774932861,0.12083876878023148
11,0.9375,0.15940040349960327,0.9710000157356262,0.10032396018505096
12,0.96875,0.1482389122247696,0.9686999917030334,0.10672590136528015
13,1.0,0.013973115012049675,0.9681000113487244,0.10207480192184448
14,0.96875,0.07036995142698288,0.9711999893188477,0.0936332494020462
15,1.0,0.05131864920258522,0.9703999757766724,0.09498035907745361
16,1.0,0.0196668803691864,0.9717000126838684,0.09422458708286285
17,1.0,0.018846482038497925,0.9751999974250793,0.07949469983577728
18,1.0,0.0159938745200634,0.9758999943733215,0.07865077257156372
19,1.0,0.006790327839553356,0.9746000170707703,0.07980283349752426
20,1.0,0.007134665735065937,0.9782999753952026,0.07421313226222992
21,0.96875,0.1476411074399948,0.97079998254776,0.09233550727367401
22,1.0,0.031477343291044235,0.970300018787384,0.09584442526102066
23,1.0,0.028248028829693794,0.9757000207901001,0.07792071253061295
24,1.0,0.005926085636019707,0.9736999869346619,0.0842432826757431
25,1.0,0.02094261534512043,0.9708999991416931,0.09378038346767426
26,1.0,0.013766597025096416,0.9760000109672546,0.08261667937040329
27,1.0,0.010690088383853436,0.9751999974250793,0.07460986077785492
28,1.0,0.00552385626360774,0.9783999919891357,0.06718847900629044
29,1.0,0.0020556189119815826,0.977400004863739,0.06777151674032211
