epoch,train_acc,train_loss,val_acc,val_loss
0,0.96875,0.6612191200256348,0.8873999714851379,0.6987627148628235
1,0.9375,0.33478355407714844,0.9359999895095825,0.3699226975440979
2,0.96875,0.23960821330547333,0.9538000226020813,0.23916488885879517
3,0.84375,0.43514007329940796,0.9605000019073486,0.18398720026016235
4,0.96875,0.16210626065731049,0.9631999731063843,0.1700054258108139
5,0.875,0.2945804297924042,0.9575999975204468,0.1633167862892151
6,0.96875,0.19124667346477509,0.9664999842643738,0.13330918550491333
7,0.9375,0.1985410898923874,0.9688000082969666,0.11740922927856445
8,0.90625,0.32224711775779724,0.961899995803833,0.13208799064159393
9,1.0,0.04507678374648094,0.9704999923706055,0.1034822016954422
10,1.0,0.056629300117492676,0.9700999855995178,0.10726228356361389
11,0.96875,0.08882271498441696,0.9692000150680542,0.10415393114089966
12,1.0,0.0251811183989048,0.9740999937057495,0.09202436357736588
13,0.96875,0.09468086063861847,0.9754999876022339,0.08376871794462204
14,1.0,0.03294738009572029,0.9714000225067139,0.09446585178375244
15,0.96875,0.043220020830631256,0.972599983215332,0.09237993508577347
16,1.0,0.011045431718230247,0.973800003528595,0.08537020534276962
17,1.0,0.025805165991187096,0.9713000059127808,0.08967079967260361
18,0.96875,0.0823223739862442,0.9761000275611877,0.07994537055492401
19,1.0,0.03647399693727493,0.9710000157356262,0.09687592834234238
20,0.96875,0.08913681656122208,0.9700000286102295,0.09965599328279495
21,0.96875,0.2740439772605896,0.9634000062942505,0.1335507035255432
22,1.0,0.031789690256118774,0.972100019454956,0.0952252447605133
23,0.96875,0.0668414905667305,0.974399983882904,0.08581873774528503
24,1.0,0.011568913236260414,0.9733999967575073,0.09067191183567047
25,1.0,0.028270157054066658,0.9714000225067139,0.09558340907096863
26,1.0,0.015099233016371727,0.9747999906539917,0.0861416906118393
27,0.96875,0.053921304643154144,0.9764999747276306,0.07818026095628738
28,0.96875,0.04576530307531357,0.9789999723434448,0.07106264680624008
29,1.0,0.002284972695633769,0.9796000123023987,0.07258905470371246
