,train_acc_1,train_acc_2,train_acc_ensemble,train_loss_1,train_loss_2,val_acc_1,val_acc_2,val_acc_ensemble,val_loss_1,val_loss_2
0,0.9375,1.0,0.25,1.787797212600708,1.4104727506637573,0.9800999760627747,0.9800999760627747,0.9800999760627747,1.0640164613723755,1.0640164613723755
1,0.9375,1.0,0.3125,1.4531289339065552,1.1263872385025024,0.9873999953269958,0.9873999953269958,0.9873999953269958,0.6995797753334045,0.6995797753334045
2,0.96875,1.0,0.25,1.0342140197753906,0.561970591545105,0.9868000149726868,0.9868000149726868,0.9868000149726868,0.5554078817367554,0.5554078817367554
3,0.9375,0.96875,0.46875,1.0576128959655762,0.688008189201355,0.9864000082015991,0.9864000082015991,0.9864000082015991,0.4772389531135559,0.4772389531135559
4,1.0,1.0,0.59375,0.4657902121543884,0.6332826614379883,0.9860000014305115,0.9860000014305115,0.9860000014305115,0.4298405349254608,0.4298405349254608
5,1.0,0.9375,0.65625,0.4843440055847168,1.0591055154800415,0.9854999780654907,0.9854999780654907,0.9854999780654907,0.3987555205821991,0.3987555205821991
6,1.0,1.0,0.59375,0.4519813656806946,0.4703119993209839,0.9850000143051147,0.9850000143051147,0.9850000143051147,0.37302514910697937,0.37302514910697937
7,0.9375,1.0,0.28125,0.7969054579734802,0.4629826545715332,0.9843000173568726,0.9843000173568726,0.9843000173568726,0.35801082849502563,0.35801082849502563
8,0.90625,1.0,0.21875,0.9383502006530762,0.2996388375759125,0.9846000075340271,0.9846000075340271,0.9846000075340271,0.34279823303222656,0.34279823303222656
9,1.0,1.0,0.5,0.32526034116744995,0.2687024474143982,0.9843999743461609,0.9843999743461609,0.9843999743461609,0.33324164152145386,0.33324164152145386
10,1.0,1.0,0.53125,0.2433413863182068,0.25435057282447815,0.9837999939918518,0.9837999939918518,0.9837999939918518,0.3227241635322571,0.3227241635322571
11,1.0,1.0,0.5625,0.3616347312927246,0.44744738936424255,0.9840999841690063,0.9840999841690063,0.9840999841690063,0.3109314441680908,0.3109314441680908
12,1.0,1.0,0.46875,0.2957955002784729,0.19589170813560486,0.9843999743461609,0.9843999743461609,0.9843999743461609,0.30339479446411133,0.30339479446411133
13,1.0,1.0,0.46875,0.12524104118347168,0.12856723368167877,0.9836999773979187,0.9836999773979187,0.9836999773979187,0.294466108083725,0.294466108083725
14,1.0,1.0,0.34375,0.22769580781459808,0.1262383610010147,0.9835000038146973,0.9835000038146973,0.9835000038146973,0.286941260099411,0.286941260099411
